coverage_id,policy_id,coverage_type,coverage_amount,annual_rider_premium,coverage_status
COV00003654,POL0002326,Base Death Benefit,125000,0.00,Active
COV00003655,POL0002326,Accidental Death Benefit,125000,15.00,Active
COV00003656,POL0002327,Base Death Benefit,700000,0.00,Active
COV00003657,POL0002328,Base Death Benefit,850000,0.00,Active
COV00003658,POL0002329,Base Death Benefit,400000,0.00,Active
COV00003659,POL0002329,Waiver of Premium,0,42.04,Active
COV00003660,POL0002330,Base Death Benefit,425000,0.00,Active
COV00003661,POL0002330,Accidental Death Benefit,425000,51.00,Active
COV00003662,POL0002331,Base Death Benefit,725000,0.00,Active
COV00003663,POL0002331,Waiver of Premium,0,252.69,Active
COV00003664,POL0002332,Base Death Benefit,75000,0.00,Active
COV00003665,POL0002333,Base Death Benefit,575000,0.00,Active
COV00003666,POL0002333,Waiver of Premium,0,280.00,Active
COV00003667,POL0002334,Base Death Benefit,200000,0.00,Active
COV00003668,POL0002334,Waiver of Premium,0,107.43,Active
COV00003669,POL0002335,Base Death Benefit,300000,0.00,Active
COV00003670,POL0002335,Waiver of Premium,0,63.67,Active
COV00003671,POL0002335,Accidental Death Benefit,300000,36.00,Active
COV00003672,POL0002336,Base Death Benefit,1700000,0.00,Active
COV00003673,POL0002336,Waiver of Premium,0,280.00,Active
COV00003674,POL0002337,Base Death Benefit,400000,0.00,Active
COV00003675,POL0002338,Base Death Benefit,175000,0.00,Active
COV00003676,POL0002338,Chronic Illness Rider,0,105.73,Active
COV00003677,POL0002339,Base Death Benefit,1150000,0.00,Active
COV00003678,POL0002340,Base Death Benefit,300000,0.00,Active
COV00003679,POL0002341,Base Death Benefit,200000,0.00,Active
COV00003680,POL0002341,Waiver of Premium,0,33.63,Active
COV00003681,POL0002342,Base Death Benefit,725000,0.00,Active
COV00003682,POL0002343,Base Death Benefit,275000,0.00,Active
COV00003683,POL0002344,Base Death Benefit,1050000,0.00,Active
COV00003684,POL0002345,Base Death Benefit,125000,0.00,Active
COV00003685,POL0002345,Waiver of Premium,0,14.41,Active
COV00003686,POL0002346,Base Death Benefit,425000,0.00,Active
COV00003687,POL0002347,Base Death Benefit,1100000,0.00,Active
COV00003688,POL0002348,Base Death Benefit,225000,0.00,Active
COV00003689,POL0002348,Accidental Death Benefit,225000,27.00,Active
COV00003690,POL0002349,Base Death Benefit,850000,0.00,Active
COV00003691,POL0002349,Accidental Death Benefit,850000,102.00,Active
COV00003692,POL0002350,Base Death Benefit,1100000,0.00,Active
COV00003693,POL0002350,Accidental Death Benefit,1100000,132.00,Active
COV00003694,POL0002351,Base Death Benefit,850000,0.00,Active
COV00003695,POL0002352,Base Death Benefit,425000,0.00,Active
COV00003696,POL0002353,Base Death Benefit,10000,0.00,Active
COV00003697,POL0002354,Base Death Benefit,425000,0.00,Active
COV00003698,POL0002354,Waiver of Premium,0,75.44,Active
COV00003699,POL0002355,Base Death Benefit,175000,0.00,Active
COV00003700,POL0002355,Waiver of Premium,0,71.41,Active
COV00003701,POL0002356,Base Death Benefit,425000,0.00,Active
COV00003702,POL0002357,Base Death Benefit,100000,0.00,Active
COV00003703,POL0002357,Chronic Illness Rider,0,58.45,Active
COV00003704,POL0002358,Base Death Benefit,1700000,0.00,Active
COV00003705,POL0002359,Base Death Benefit,550000,0.00,Active
COV00003706,POL0002360,Base Death Benefit,400000,0.00,Active
COV00003707,POL0002361,Base Death Benefit,575000,0.00,Active
COV00003708,POL0002362,Base Death Benefit,100000,0.00,Active
COV00003709,POL0002363,Base Death Benefit,100000,0.00,Active
COV00003710,POL0002363,Waiver of Premium,0,43.10,Active
COV00003711,POL0002363,Chronic Illness Rider,0,53.88,Active
COV00003712,POL0002364,Base Death Benefit,1000000,0.00,Active
COV00003713,POL0002365,Base Death Benefit,850000,0.00,Active
COV00003714,POL0002366,Base Death Benefit,200000,0.00,Active
COV00003715,POL0002367,Base Death Benefit,150000,0.00,Active
COV00003716,POL0002368,Base Death Benefit,650000,0.00,Active
COV00003717,POL0002368,Waiver of Premium,0,280.00,Active
COV00003718,POL0002369,Base Death Benefit,575000,0.00,Active
COV00003719,POL0002369,Waiver of Premium,0,110.76,Active
COV00003720,POL0002370,Base Death Benefit,1150000,0.00,Active
COV00003721,POL0002370,Waiver of Premium,0,280.00,Active
COV00003722,POL0002370,Chronic Illness Rider,0,520.00,Active
COV00003723,POL0002370,Accidental Death Benefit,1150000,138.00,Active
COV00003724,POL0002371,Base Death Benefit,175000,0.00,Active
COV00003725,POL0002371,Accidental Death Benefit,175000,21.00,Active
COV00003726,POL0002372,Base Death Benefit,100000,0.00,Active
COV00003727,POL0002373,Base Death Benefit,550000,0.00,Active
COV00003728,POL0002373,Waiver of Premium,0,58.88,Active
COV00003729,POL0002374,Base Death Benefit,850000,0.00,Active
COV00003730,POL0002374,Waiver of Premium,0,155.75,Active
COV00003731,POL0002375,Base Death Benefit,100000,0.00,Active
COV00003732,POL0002376,Base Death Benefit,300000,0.00,Active
COV00003733,POL0002376,Waiver of Premium,0,49.79,Active
COV00003734,POL0002376,Accidental Death Benefit,300000,36.00,Active
COV00003735,POL0002377,Base Death Benefit,1500000,0.00,Active
COV00003736,POL0002378,Base Death Benefit,550000,0.00,Active
COV00003737,POL0002379,Base Death Benefit,100000,0.00,Active
COV00003738,POL0002380,Base Death Benefit,175000,0.00,Active
COV00003739,POL0002380,Waiver of Premium,0,78.13,Active
COV00003740,POL0002381,Base Death Benefit,1850000,0.00,Active
COV00003741,POL0002382,Base Death Benefit,150000,0.00,Active
COV00003742,POL0002382,Waiver of Premium,0,42.23,Active
COV00003743,POL0002383,Base Death Benefit,850000,0.00,Active
COV00003744,POL0002383,Waiver of Premium,0,133.96,Active
COV00003745,POL0002384,Base Death Benefit,2500000,0.00,Active
COV00003746,POL0002384,Waiver of Premium,0,280.00,Active
COV00003747,POL0002385,Base Death Benefit,925000,0.00,Active
COV00003748,POL0002385,Accidental Death Benefit,925000,111.00,Active
COV00003749,POL0002386,Base Death Benefit,175000,0.00,Active
COV00003750,POL0002387,Base Death Benefit,1000000,0.00,Active
COV00003751,POL0002388,Base Death Benefit,25000,0.00,Active
COV00003752,POL0002389,Base Death Benefit,275000,0.00,Active
COV00003753,POL0002390,Base Death Benefit,1450000,0.00,Active
COV00003754,POL0002390,Waiver of Premium,0,280.00,Active
COV00003755,POL0002390,Accidental Death Benefit,1450000,174.00,Active
COV00003756,POL0002391,Base Death Benefit,125000,0.00,Active
COV00003757,POL0002392,Base Death Benefit,2175000,0.00,Active
COV00003758,POL0002392,Waiver of Premium,0,280.00,Active
COV00003759,POL0002393,Base Death Benefit,100000,0.00,Active
COV00003760,POL0002394,Base Death Benefit,150000,0.00,Active
COV00003761,POL0002394,Waiver of Premium,0,28.54,Active
COV00003762,POL0002394,Accidental Death Benefit,150000,18.00,Active
COV00003763,POL0002395,Base Death Benefit,850000,0.00,Active
COV00003764,POL0002395,Waiver of Premium,0,122.14,Active
COV00003765,POL0002396,Base Death Benefit,300000,0.00,Active
COV00003766,POL0002397,Base Death Benefit,1000000,0.00,Active
COV00003767,POL0002397,Chronic Illness Rider,0,520.00,Active
COV00003768,POL0002398,Base Death Benefit,175000,0.00,Active
COV00003769,POL0002399,Base Death Benefit,1050000,0.00,Active
COV00003770,POL0002400,Base Death Benefit,1450000,0.00,Active
COV00003771,POL0002401,Base Death Benefit,650000,0.00,Active
COV00003772,POL0002402,Base Death Benefit,125000,0.00,Active
COV00003773,POL0002403,Base Death Benefit,1725000,0.00,Active
COV00003774,POL0002404,Base Death Benefit,200000,0.00,Active
COV00003775,POL0002404,Waiver of Premium,0,208.84,Active
COV00003776,POL0002404,Accidental Death Benefit,200000,24.00,Active
COV00003777,POL0002405,Base Death Benefit,1050000,0.00,Active
COV00003778,POL0002406,Base Death Benefit,100000,0.00,Active
COV00003779,POL0002407,Base Death Benefit,425000,0.00,Active
COV00003780,POL0002407,Accidental Death Benefit,425000,51.00,Active
COV00003781,POL0002408,Base Death Benefit,2500000,0.00,Active
COV00003782,POL0002409,Base Death Benefit,50000,0.00,Active
COV00003783,POL0002410,Base Death Benefit,1400000,0.00,Active
COV00003784,POL0002411,Base Death Benefit,75000,0.00,Active
COV00003785,POL0002412,Base Death Benefit,125000,0.00,Active
COV00003786,POL0002413,Base Death Benefit,30000,0.00,Active
COV00003787,POL0002414,Base Death Benefit,275000,0.00,Active
COV00003788,POL0002414,Waiver of Premium,0,41.70,Active
COV00003789,POL0002415,Base Death Benefit,425000,0.00,Active
COV00003790,POL0002416,Base Death Benefit,350000,0.00,Active
COV00003791,POL0002416,Accidental Death Benefit,350000,42.00,Active
COV00003792,POL0002417,Base Death Benefit,125000,0.00,Active
COV00003793,POL0002417,Chronic Illness Rider,0,116.42,Active
COV00003794,POL0002418,Base Death Benefit,850000,0.00,Active
COV00003795,POL0002418,Waiver of Premium,0,280.00,Active
COV00003796,POL0002419,Base Death Benefit,200000,0.00,Active
COV00003797,POL0002419,Waiver of Premium,0,90.49,Active
COV00003798,POL0002419,Chronic Illness Rider,0,113.11,Active
COV00003799,POL0002420,Base Death Benefit,850000,0.00,Active
COV00003800,POL0002420,Waiver of Premium,0,280.00,Active
COV00003801,POL0002421,Base Death Benefit,425000,0.00,Active
COV00003802,POL0002421,Waiver of Premium,0,280.00,Active
COV00003803,POL0002422,Base Death Benefit,100000,0.00,Active
COV00003804,POL0002423,Base Death Benefit,125000,0.00,Active
COV00003805,POL0002424,Base Death Benefit,400000,0.00,Active
COV00003806,POL0002424,Waiver of Premium,0,112.44,Active
COV00003807,POL0002425,Base Death Benefit,1100000,0.00,Active
COV00003808,POL0002425,Accidental Death Benefit,1100000,132.00,Active
COV00003809,POL0002426,Base Death Benefit,700000,0.00,Active
COV00003810,POL0002426,Waiver of Premium,0,220.26,Active
COV00003811,POL0002427,Base Death Benefit,125000,0.00,Active
COV00003812,POL0002427,Waiver of Premium,0,219.31,Active
COV00003813,POL0002428,Base Death Benefit,400000,0.00,Active
COV00003814,POL0002429,Base Death Benefit,425000,0.00,Active
COV00003815,POL0002430,Base Death Benefit,200000,0.00,Active
COV00003816,POL0002430,Accidental Death Benefit,200000,24.00,Active
COV00003817,POL0002431,Base Death Benefit,100000,0.00,Active
COV00003818,POL0002432,Base Death Benefit,850000,0.00,Active
COV00003819,POL0002432,Waiver of Premium,0,256.65,Active
COV00003820,POL0002433,Base Death Benefit,350000,0.00,Active
COV00003821,POL0002434,Base Death Benefit,550000,0.00,Active
COV00003822,POL0002435,Base Death Benefit,175000,0.00,Active
COV00003823,POL0002435,Waiver of Premium,0,147.48,Active
COV00003824,POL0002436,Base Death Benefit,425000,0.00,Active
COV00003825,POL0002436,Waiver of Premium,0,78.79,Active
COV00003826,POL0002437,Base Death Benefit,15000,0.00,Active
COV00003827,POL0002438,Base Death Benefit,100000,0.00,Active
COV00003828,POL0002439,Base Death Benefit,1150000,0.00,Active
COV00003829,POL0002440,Base Death Benefit,50000,0.00,Active
COV00003830,POL0002441,Base Death Benefit,100000,0.00,Active
COV00003831,POL0002441,Waiver of Premium,0,50.49,Active
COV00003832,POL0002441,Chronic Illness Rider,0,63.11,Active
COV00003833,POL0002442,Base Death Benefit,125000,0.00,Active
COV00003834,POL0002442,Accidental Death Benefit,125000,15.00,Active
COV00003835,POL0002443,Base Death Benefit,350000,0.00,Active
COV00003836,POL0002443,Chronic Illness Rider,0,185.43,Active
COV00003837,POL0002444,Base Death Benefit,125000,0.00,Active
COV00003838,POL0002444,Waiver of Premium,0,92.30,Active
COV00003839,POL0002444,Accidental Death Benefit,125000,15.00,Active
COV00003840,POL0002445,Base Death Benefit,100000,0.00,Active
COV00003841,POL0002445,Waiver of Premium,0,15.77,Active
COV00003842,POL0002446,Base Death Benefit,200000,0.00,Active
COV00003843,POL0002447,Base Death Benefit,125000,0.00,Active
COV00003844,POL0002448,Base Death Benefit,925000,0.00,Active
COV00003845,POL0002449,Base Death Benefit,425000,0.00,Active
COV00003846,POL0002450,Base Death Benefit,1100000,0.00,Active
COV00003847,POL0002451,Base Death Benefit,725000,0.00,Active
COV00003848,POL0002452,Base Death Benefit,850000,0.00,Active
COV00003849,POL0002452,Waiver of Premium,0,193.83,Active
COV00003850,POL0002453,Base Death Benefit,200000,0.00,Active
COV00003851,POL0002453,Accidental Death Benefit,200000,24.00,Active
COV00003852,POL0002454,Base Death Benefit,850000,0.00,Active
COV00003853,POL0002454,Waiver of Premium,0,280.00,Active
COV00003854,POL0002454,Accidental Death Benefit,850000,102.00,Active
COV00003855,POL0002455,Base Death Benefit,425000,0.00,Active
COV00003856,POL0002456,Base Death Benefit,575000,0.00,Active
COV00003857,POL0002457,Base Death Benefit,1700000,0.00,Active
COV00003858,POL0002458,Base Death Benefit,100000,0.00,Active
COV00003859,POL0002458,Waiver of Premium,0,58.86,Active
COV00003860,POL0002459,Base Death Benefit,200000,0.00,Active
COV00003861,POL0002460,Base Death Benefit,1725000,0.00,Active
COV00003862,POL0002460,Accidental Death Benefit,1725000,207.00,Active
COV00003863,POL0002461,Base Death Benefit,1150000,0.00,Active
COV00003864,POL0002461,Waiver of Premium,0,93.47,Active
COV00003865,POL0002462,Base Death Benefit,650000,0.00,Active
COV00003866,POL0002462,Waiver of Premium,0,107.92,Active
COV00003867,POL0002463,Base Death Benefit,125000,0.00,Active
COV00003868,POL0002464,Base Death Benefit,650000,0.00,Active
COV00003869,POL0002464,Waiver of Premium,0,167.90,Active
COV00003870,POL0002465,Base Death Benefit,350000,0.00,Active
COV00003871,POL0002466,Base Death Benefit,50000,0.00,Active
COV00003872,POL0002467,Base Death Benefit,200000,0.00,Active
COV00003873,POL0002467,Waiver of Premium,0,280.00,Active
COV00003874,POL0002468,Base Death Benefit,1000000,0.00,Active
COV00003875,POL0002469,Base Death Benefit,425000,0.00,Active
COV00003876,POL0002470,Base Death Benefit,125000,0.00,Active
COV00003877,POL0002471,Base Death Benefit,1100000,0.00,Active
COV00003878,POL0002471,Accidental Death Benefit,1100000,132.00,Active
COV00003879,POL0002472,Base Death Benefit,100000,0.00,Active
COV00003880,POL0002473,Base Death Benefit,125000,0.00,Active
COV00003881,POL0002473,Waiver of Premium,0,233.77,Active
COV00003882,POL0002474,Base Death Benefit,550000,0.00,Active
COV00003883,POL0002475,Base Death Benefit,1450000,0.00,Active
COV00003884,POL0002476,Base Death Benefit,2000000,0.00,Active
COV00003885,POL0002477,Base Death Benefit,850000,0.00,Active
COV00003886,POL0002477,Waiver of Premium,0,280.00,Active
COV00003887,POL0002478,Base Death Benefit,450000,0.00,Active
COV00003888,POL0002479,Base Death Benefit,175000,0.00,Active
COV00003889,POL0002480,Base Death Benefit,300000,0.00,Active
COV00003890,POL0002481,Base Death Benefit,650000,0.00,Active
COV00003891,POL0002482,Base Death Benefit,925000,0.00,Active
COV00003892,POL0002483,Base Death Benefit,650000,0.00,Active
COV00003893,POL0002484,Base Death Benefit,1100000,0.00,Active
COV00003894,POL0002485,Base Death Benefit,425000,0.00,Active
COV00003895,POL0002486,Base Death Benefit,850000,0.00,Active
COV00003896,POL0002487,Base Death Benefit,175000,0.00,Active
COV00003897,POL0002487,Accidental Death Benefit,175000,21.00,Active
COV00003898,POL0002488,Base Death Benefit,550000,0.00,Active
COV00003899,POL0002488,Chronic Illness Rider,0,385.73,Active
COV00003900,POL0002489,Base Death Benefit,850000,0.00,Active
COV00003901,POL0002490,Base Death Benefit,1000000,0.00,Active
COV00003902,POL0002490,Waiver of Premium,0,280.00,Active
COV00003903,POL0002490,Accidental Death Benefit,1000000,120.00,Active
COV00003904,POL0002491,Base Death Benefit,125000,0.00,Active
COV00003905,POL0002491,Waiver of Premium,0,26.78,Active
COV00003906,POL0002492,Base Death Benefit,300000,0.00,Active
COV00003907,POL0002493,Base Death Benefit,850000,0.00,Active
COV00003908,POL0002494,Base Death Benefit,225000,0.00,Active
COV00003909,POL0002494,Waiver of Premium,0,21.34,Active
COV00003910,POL0002495,Base Death Benefit,650000,0.00,Active
COV00003911,POL0002496,Base Death Benefit,2300000,0.00,Active
COV00003912,POL0002496,Waiver of Premium,0,280.00,Active
COV00003913,POL0002496,Chronic Illness Rider,0,520.00,Active
COV00003914,POL0002496,Accidental Death Benefit,2300000,220.00,Active
COV00003915,POL0002497,Base Death Benefit,200000,0.00,Active
COV00003916,POL0002497,Chronic Illness Rider,0,141.07,Active
COV00003917,POL0002498,Base Death Benefit,425000,0.00,Active
COV00003918,POL0002499,Base Death Benefit,650000,0.00,Active
COV00003919,POL0002499,Waiver of Premium,0,54.50,Active
COV00003920,POL0002500,Base Death Benefit,850000,0.00,Active
COV00003921,POL0002501,Base Death Benefit,650000,0.00,Active
COV00003922,POL0002501,Waiver of Premium,0,102.32,Active
COV00003923,POL0002502,Base Death Benefit,275000,0.00,Active
COV00003924,POL0002502,Waiver of Premium,0,25.23,Active
COV00003925,POL0002502,Accidental Death Benefit,275000,33.00,Active
COV00003926,POL0002503,Base Death Benefit,850000,0.00,Active
COV00003927,POL0002503,Waiver of Premium,0,58.26,Active
COV00003928,POL0002504,Base Death Benefit,300000,0.00,Active
COV00003929,POL0002504,Waiver of Premium,0,32.18,Active
COV00003930,POL0002504,Accidental Death Benefit,300000,36.00,Active
COV00003931,POL0002505,Base Death Benefit,850000,0.00,Active
COV00003932,POL0002505,Waiver of Premium,0,280.00,Active
COV00003933,POL0002505,Accidental Death Benefit,850000,102.00,Active
